001	960	536	218	24
002	960	536	172	24
003	960	536	240	24
004	960	536	240	24
005	960	536	156	30
006	960	536	146	25
007	960	536	300	50
008	960	536	300	50
009	960	536	116	30
010	960	536	114	30
011	960	536	106	30
012	960	536	176	30
013	960	536	160	30
014	960	536	240	60
015	960	536	248	60
016	960	536	260	60
017	960	536	256	60
018	960	536	300	60
019	960	536	179	24
020	960	536	209	24
021	960	536	240	24
022	960	536	194	24
023	960	536	237	24
024	960	536	300	50
025	960	536	300	50
026	960	536	250	25
027	960	536	300	60
028	960	536	300	60
029	960	536	240	24
030	960	536	137	30
031	960	536	138	30
032	960	536	300	30
033	960	536	300	30
034	960	536	261	30
035	960	536	200	25
036	960	536	250	25
037	960	536	300	30
038	960	536	300	30
039	960	536	300	30
040	960	536	300	30
041	960	496	240	24
042	960	536	240	24
043	960	536	250	25
044	960	536	300	30
045	960	536	300	30
046	960	536	300	30
047	960	536	175	30
048	960	536	300	30
049	960	536	300	30
050	960	536	182	24
051	960	536	240	24
052	960	536	240	24
053	960	536	150	25
054	960	536	250	25
055	960	536	250	25
056	960	536	600	60
057	960	536	600	60
058	960	536	600	60
059	960	536	600	60
060	960	536	300	30
061	960	536	240	30
062	960	536	150	30
063	960	536	300	30
064	960	536	300	30
065	960	536	300	30
066	960	536	250	25
067	960	536	250	25
068	960	536	300	30
069	960	536	300	30
070	960	536	300	30
071	960	536	300	30
072	960	536	300	30
073	960	536	600	60
074	960	536	600	60
075	960	536	600	60
076	960	536	300	30
077	960	536	240	30
078	960	536	300	30
079	960	536	300	30
080	960	536	480	60
081	960	536	300	60
082	960	536	420	60
083	960	536	363	60
084	960	536	600	60
085	960	536	597	60
086	960	536	280	60
087	960	536	300	30
088	960	536	300	30
089	960	536	500	50
090	960	536	300	30
091	960	536	300	30
092	960	536	245	30
093	960	536	240	24
094	960	536	240	24
095	960	536	214	24
096	960	536	182	24
097	960	536	250	25
098	960	536	250	25
099	960	536	125	25
100	960	536	120	24
101	960	536	120	24
102	960	536	200	24
103	960	536	240	24
104	960	536	120	24
105	960	536	150	30
106	960	536	163	30
107	960	536	300	30
108	960	536	203	30
109	960	536	180	30
110	960	536	252	30
111	960	536	300	30
112	960	536	141	30
113	960	536	240	24
114	960	536	200	24
115	960	536	250	25
116	960	536	250	25
117	960	536	420	60
118	960	536	400	60
119	960	536	590	60
120	960	536	480	60
121	960	536	215	30
122	960	536	300	30
123	960	536	300	30
124	960	536	300	30
125	960	536	300	30
126	960	536	300	30
127	960	536	300	30
128	960	536	600	60
129	960	536	238	60
130	960	536	344	60
131	960	536	505	60
132	960	536	300	60
133	960	536	458	60
134	960	536	600	60
135	960	536	400	60
136	960	536	600	60
137	960	536	300	30
138	960	536	210	30
139	960	536	300	30
140	960	536	300	30
141	960	536	300	30
142	960	536	300	30
143	960	536	300	30
144	960	536	300	30
145	960	536	210	30
146	960	536	300	30
147	960	536	216	25
148	960	536	148	25
149	960	536	250	25
150	960	536	233	25
151	960	536	128	25
152	960	536	216	25
153	960	536	250	25
154	960	536	250	25
155	960	536	242	25
156	960	536	300	30
157	960	536	270	30
158	960	536	300	30
159	960	536	300	30
160	960	536	300	30
161	960	536	300	30
162	960	536	300	30
163	960	536	300	30
164	960	536	300	30
165	960	536	300	30
166	960	536	300	30
167	960	536	300	30
168	960	536	300	30
169	960	536	300	30
170	960	536	420	60
171	960	536	300	30
172	960	536	300	30
173	960	536	300	30
174	960	536	240	24
175	960	536	240	24
176	960	536	240	24
177	960	536	240	24
178	960	536	240	24
179	960	536	300	60
180	960	536	600	60
181	960	536	600	60
182	960	536	535	60
183	960	536	600	60
184	960	536	250	25
185	960	536	600	60
186	960	536	600	60
187	960	504	600	60
188	960	504	600	60
189	960	504	600	60
190	960	536	600	60
191	960	536	300	30
192	960	536	300	30
193	960	536	300	30
194	960	536	300	30
195	960	536	233	25
196	960	536	250	25
197	960	536	250	25
198	960	536	250	25
199	960	536	300	30
200	960	536	300	30
